tradition,attribute,dark_magic,name,area,target,duration,requirement,description,utility_or_attack,book,page_number,spell_level,image_path,source_pdf,pdf_page
Forbidden,Intellect,yes,Black Tongue,,,1 minute,,"For the duration, you make Intellect and Will attack rolls with 1 boon against demons, devils, spirits, and undead.",UTILITY,SHADOW,128,0,extracted_images/forbidden_black_tongue_p02.png,SotDL - Spell Cards - Forbidden.pdf,2
Forbidden,Intellect,yes,Harm,,One creature you can see within short range,,,"Invisible barbs tear at the target's body. Make an Intellect attack roll against its Strength. On a success, the target takes a –5 penalty to Health for 1 minute. Attack Roll 20+ The penalty to Health is –10 instead.",ATTACK,SHADOW,128,0,extracted_images/forbidden_harm_p04.png,SotDL - Spell Cards - Forbidden.pdf,4
Forbidden,Intellect,yes,Obedience,,One living creature within short range,,,"You hook the target's soul. Make an Intellect attack roll against its Will. On a success, for the next 1 minute, the target must choose at the end of each round whether to take 1d6 damage or to become compelled for 1 round.",ATTACK,SHADOW,129,1,extracted_images/forbidden_obedience_p06.png,SotDL - Spell Cards - Forbidden.pdf,6
Forbidden,Intellect,yes,Hateful Defecation,,One living creature with a physical body within medium range,,,"The target's guts twist and rumble noisily. If the target's Health is 10 or less, it dies instantly, streams of blood and feces gushing from all of its orifi ces. If its Health is higher than 10, make an Intellect attack roll against the target's Strength. On a success, the target takes 1d6 + 2 damage and becomes dazed for 1 round, as its guts violently and spectacularly expel their contents. If this damage incapacitates the target, excrement, organs, and blood explode from its body, which instantly brings about its death. Each creature within 2 yards of a point in the target's space must make a Will challenge roll; on a failure, it becomes impaired for 1 round. Attack Roll 20+ The target takes 1d6 extra damage.",ATTACK,SHADOW,129,1,extracted_images/forbidden_hateful_defecation_p08.png,SotDL - Spell Cards - Forbidden.pdf,8
Forbidden,Intellect,yes,Tongue Rip,,One creature that is capable of speech within short range,,,"You spit at the target. Make an Intellect attack roll against its Will. On a success, your tongue forks and you take over the target's mouth for as long as you concentrate, up to 1 hour. Until the eff ect ends, whenever you speak you can do so from your mouth or the target's mouth, provided you are within 1 mile of the target. When you speak from the target's mouth, it uses its own voice. Attack Roll 20+ The eff ect does not require you to concentrate.",ATTACK,SHADOW,129,1,extracted_images/forbidden_tongue_rip_p10.png,SotDL - Spell Cards - Forbidden.pdf,10
Forbidden,Intellect,yes,Ravenous Maggots,,One living creature within medium range,1 minute,,"Hungry maggots fill the target's belly, dealing 2d6 damage to it. At the end of each round for the duration, the target must make a Strength challenge roll; on a failure, it takes 1d6 damage and becomes impaired for 1 round. On a success, there is no eff ect; on the third success, the target vomits a knot of squirming maggots and the eff ect ends. A target that becomes incapacitated from the spell's damage dies instantly, and a cloud of black flies spreads through a 5-yard-radius sphere from a point within its space. The flies heavily obscure the area and remain for 1 minute or until dispersed by fire or wind.",ATTACK,SHADOW,129,2,extracted_images/forbidden_ravenous_maggots_p12.png,SotDL - Spell Cards - Forbidden.pdf,12
Forbidden,Intellect,yes,Visions End,,One sighted creature within short range,,,"The target's eyes bulge and strain in its head. If its Health is 15 or less, it takes 2d6 damage and becomes blinded as its eyes explode. If its Health is 15 or more, make an Intellect attack roll against the target's Strength; the attack roll is made with 1 bane if its Health is 30 or more. On a success, the target becomes blinded for as long as you concentrate, up to 1 minute. At the end of each round until the eff ect ends, the target must make a Strength challenge roll, taking 1d6 damage on a failure. If it gets three failures before the eff ect ends, the blinded affl iction becomes permanent—the target's eyes burst, ocular juices painting its face. Attack Roll 20+ The eff ect does not require you to concentrate.",ATTACK,SHADOW,130,2,extracted_images/forbidden_visions_end_p14.png,SotDL - Spell Cards - Forbidden.pdf,14
Forbidden,Intellect,yes,Desire's End,,One living creature within short range,,,"The target experiences a sharp internal pain. Make an Intellect attack roll against its Strength. On a success, the target takes 3d6 damage and becomes dazed for 1d6 rounds as the sad remains of its reproductive organs fall from its body. Attack Roll 20+ The target takes 3d6 extra damage and also falls prone; it cannot stand up while it is dazed in this way.",ATTACK,SHADOW,130,3,extracted_images/forbidden_desire_s_end_p16.png,SotDL - Spell Cards - Forbidden.pdf,16
Forbidden,Intellect,yes,Part Bone From Flesh,,One creature that has bones in its body within medium range,,,"The target's bones shif under its skin. Make an Intellect attack roll against its Strength. On a success, the target takes 6d6 damage. If the target becomes incapacitated by this damage, it dies instantly; its bones tear free from the flesh to become an animated corpse of the target's Size that occupies its former space. The animated corpse attacks the creature nearest to it each round, choosing its target randomly if presented with multiple targets. Attack Roll 20+ The target takes 2d6 extra damage.",ATTACK,SHADOW,130,3,extracted_images/forbidden_part_bone_from_flesh_p18.png,SotDL - Spell Cards - Forbidden.pdf,18
Forbidden,Intellect,yes,Soul Exchange,,Two living mortal creatures within medium range,,,"You grasp the targets’ souls. Make an Intellect attack roll against each target's Will. On a success, the target becomes dazed for 1 minute. Attack Roll 20+ The target also becomes stunned while it is dazed in this way. Special If you get a success against both targets, their souls permanently swap bodies. Each target gains 1d6 Insanity. Each soul brings the following to its new body, but otherwise uses the new body's attributes, characteristics, and abilities: • All languages and professions • Intellect and Will scores (recalculate Perception if necessary) • Insanity and Corruption scores • All talents • All traditions it has discovered and all spells it knows",ATTACK,SHADOW,130,4,extracted_images/forbidden_soul_exchange_p20.png,SotDL - Spell Cards - Forbidden.pdf,20
Forbidden,Intellect,yes,Horrid Joining,,Two creatures you can see within short range of each other and within medium range of you,,,"The targets’ forms become indistinct for a moment. Make an Intellect attack roll against each target's Strength. On a success, the target takes 3d6 damage and becomes impaired for 1 round. Attack Roll 20+ The target takes 3d6 extra damage. Special If you get a success against both targets, their bodies permanently merge to form a single creature, which becomes impaired until af er it completes a rest. The merged creature's appearance is up to you. The merged creature combines the attributes, characteristics, and other abilities of the targets as follows: • It has the higher of the targets’ Strength and the lower of their Agility scores. Each target retains its own Intellect and Will. • It gains 2d6 Insanity, replacing the targets’ Insanity scores (if any). The targets’ Corruption scores, if any, are added together. • The targets occupy the same space, adding their Sizes together. Add together the higher of the targets’ Health and half the other target's Health. The merged creature's Speed becomes 6. • The merged creature has the traits and talents of both targets, and it gains the horrifying trait if neither target already had that trait. • Although they share one body, each target can take one turn each round. One must take a fast turn and the other a slow turn; if they can’t decide, each rolls a d6 and the high roller chooses.",ATTACK,SHADOW,130,5,extracted_images/forbidden_horrid_joining_p22.png,SotDL - Spell Cards - Forbidden.pdf,22
Illusion,Intellect,no,Clamor,,One point in space within medium range,1 minute,,"The target point emits sound you choose for the duration. This can be noise or speech in a language you know, and its volume can range from as quiet as a whisper to as loud as thunder. For the duration, you can change the sound as you wish to mimic eff ects such as the clash of blades, a conversation, or the approach or retreat of footsteps.",UTILITY,SHADOW,130,0,extracted_images/illusion_clamor_p02.png,SotDL - Spell Cards - Illusion.pdf,2
Illusion,Intellect,no,Disguise,,One creature you can reach,1 hour,,"You touch the target and confer an illusory disguise that lasts for the duration. You decide what the disguise looks like. You can increase or decrease the target's apparent height or weight by up to 25 percent. You can change the appearance of the target's clothing and equipment, though the eff ect does not mask any sounds it normally makes.",UTILITY,SHADOW,131,0,extracted_images/illusion_disguise_p04.png,SotDL - Spell Cards - Illusion.pdf,4
Illusion,Intellect,no,Figment,"A cube, 2 yards on a side, originating from a point you can see within short range",,1 hour; see the eff ect,,"A silent visual illusion of a creature, object, or force appears in the area. If you create an illusion of a creature, it moves and behaves in a lifelike manner for the duration. If the illusion is attacked, or if you cannot see it at the end of the round, the eff ect ends immediately.",UTILITY,SHADOW,131,1,extracted_images/illusion_figment_p06.png,SotDL - Spell Cards - Illusion.pdf,6
Illusion,Intellect,no,Thimberlig,,,1 hour; see the eff ect,,"Four illusory duplicates spring into existence in open spaces within your reach. For the duration, each duplicate moves with you, continually exchanging places so that observers cannot discern which one is the real you. The duplicates’ movement does not trigger free attacks. When a creature gets a success on an attack roll against your Defense, Strength, or Agility, roll a d20 to see whether the attack aff ects you or one of the duplicates. If it aff ects a duplicate, reduce the number of duplicates by one. The eff ect ends when the last duplicate disappears. Number of Duplicates Hits a Duplicate on... 4 16 or less 3 15 or less 2 14 or less 1 10 or less",UTILITY,SHADOW,131,1,extracted_images/illusion_thimberlig_p08.png,SotDL - Spell Cards - Illusion.pdf,8
Illusion,Intellect,no,Vertigo,,One creature within short range,,,"The target perceives its immediate environs as spinning. Make an Intellect attack roll against the target's Perception. On a success, the target becomes affl icted with vertigo for 1 minute. If it moves more than 2 yards on its turn while affl icted in this way, it must make an Agility challenge roll. On a failure, it falls prone and ends its turn. Attack Roll 20+ While affl icted with vertigo, the target also falls prone, when it takes damage.",ATTACK,SHADOW,131,1,extracted_images/illusion_vertigo_p10.png,SotDL - Spell Cards - Illusion.pdf,10
Illusion,Intellect,no,Glamer,"A cube, 2 yards on a side, originating from a point you can see within short range",,1 hour; see the eff ect,,"A visual and auditory illusion of a creature, object, or force appears in the area. If you cannot see the illusion at the end of the round, the eff ect ends immediately. If you create an illusion of a dangerous force, such as fire or boiling water, a creature moving into its space must make a Perception challenge roll, taking 2d6 damage on a failure. If you create an illusion of a creature, it moves and behaves in a lifelike manner and uses your Intellect score for its attributes, Defense, and Health. It ignores all affl ictions and disappears when it becomes incapacitated, which ends the eff ect. For the duration, you can use an action to move the illusion up to 10 yards and attack one creature within 1 yard of it that can see the illusion and that believes it to be real. Make an Intellect attack roll against the target's Perception. On a success, the target believes it was injured, burned, or otherwise harmed by the illusion and takes 2d6 damage. Attack Roll 20+ The target takes 2d6 extra damage.",UTILITY,SHADOW,132,2,extracted_images/illusion_glamer_p12.png,SotDL - Spell Cards - Illusion.pdf,12
Illusion,Intellect,no,Invisibility,,One creature or object you can reach,1 minute,,"You touch the target, which becomes invisible for the duration.",UTILITY,SHADOW,132,2,extracted_images/illusion_invisibility_p14.png,SotDL - Spell Cards - Illusion.pdf,14
Illusion,Intellect,no,Decoy,,,,,"Triggered You can use a triggered action to cast this spell when a creature gets a success on an attack roll against you. The success instead becomes a failure, and you teleport to an open space of your choice within short range.",UTILITY,SHADOW,132,3,extracted_images/illusion_decoy_p16.png,SotDL - Spell Cards - Illusion.pdf,16
Illusion,Intellect,no,Phantasm,"A cube, 4 yards on a side, originating from a point you can see within long range",,1 hour; see the eff ect,,"An illusion of a creature, object, or force that looks, sounds, and otherwise seems real appears inside the area. If you cannot see the illusion at the end of a round, the eff ect ends immediately. If you create an illusion of a dangerous force, such as fire or boiling water, a creature moving into its space must make a Perception challenge roll, taking 3d6 damage on a failure. If you create an illusion of a creature, it moves and behaves in a lifelike manner and uses your Intellect score for its attributes, Defense, and Health. It ignores all affl ictions and disappears when it becomes incapacitated, which ends the eff ect. For the duration, you can use an action to move the illusion up to 10 yards and attack one creature within 1 yard of it that can see the illusion and that believes it to be real. Make an Intellect attack roll against the target's Perception. On a success, the target believes it was injured, burned, or otherwise harmed by the illusion and takes 4d6 damage. Attack Roll 20+ The target takes 2d6 extra damage.",UTILITY,SHADOW,132,3,extracted_images/illusion_phantasm_p18.png,SotDL - Spell Cards - Illusion.pdf,18
Illusion,Intellect,no,Mirage,"A cylinder, 5 yards tall with a 10-yard radius, centered on a point within long range",,Until you complete a rest,,"Illusory terrain appears inside the area and remains there for the duration. It looks, sounds, smells, and feels real in every way. You can change the appearance of the existing terrain completely or incorporate its features into the illusion. The illusion can totally conceal any existing terrain feature in its area and hide its visual eff ects. For example, you could render a fire invisible and completely conceal the light it casts, though it would still emit heat and deal damage to creatures that come into contact with it. Sacrifi ce You can expend a casting of this spell to castphantasm. Permanence If you cast this spell in the same area each day for a month and a day, the eff ect becomes permanent.",UTILITY,SHADOW,132,4,extracted_images/illusion_mirage_p20.png,SotDL - Spell Cards - Illusion.pdf,20
Illusion,Intellect,no,Illusory Double,"A cube, large enough to accommodate a creature ofyour Size, originating from a point within short range",,1 hour; see the eff ect,,"An illusory copy of yourself appears inside the area. The copy looks, sounds, and otherwise is identical to you in every way. It uses your attributes and characteristics. However, it ignores all affl ictions and disappears when it becomes incapacitated, which ends the eff ect. When you move, you can also move your copy up to your Speed in any direction and manner you can normally move. You can choose to cast spells from your space or the space your copy occupies. When a creature gets a success on an attack roll against you, you can use a triggered action to instantly swap positions with your copy, making it the target of the attack instead.",UTILITY,SHADOW,132,5,extracted_images/illusion_illusory_double_p22.png,SotDL - Spell Cards - Illusion.pdf,22
Life,Will,no,Life Sense,A sphere with a 5-yard radius centered on a point within your space,,1 minute,,You know the locations of any living creatures in the area. Such creatures cannot become hidden from you for the duration.,UTILITY,SHADOW,133,0,extracted_images/life_life_sense_p02.png,SotDL - Spell Cards - Life.pdf,2
Life,Will,no,Minor Healing,,One creature you can reach,,,"You touch the target, which heals damage equal to half its healing rate.",UTILITY,SHADOW,133,0,extracted_images/life_minor_healing_p04.png,SotDL - Spell Cards - Life.pdf,4
Life,Will,no,Cure,,One creature you can reach,,,"You touch the target, granting one of the following benefi ts: • Remove one of the following affl ictions from the target: diseased, fatigued, impaired, or poisoned. • Remove 1 Insanity from the target. • Remove any penalty to the target's Health. • The target heals damage equal to half its healing rate.",UTILITY,SHADOW,133,1,extracted_images/life_cure_p06.png,SotDL - Spell Cards - Life.pdf,6
Life,Will,no,Fount of Life,A sphere with a 2-yard radius centered on a point you can reach,,1 minute,,"Healing energies spread through the area, which moves with you for the duration. Whenever a living creature in the area heals damage, it heals extra damage equal to your Power.",UTILITY,SHADOW,133,1,extracted_images/life_fount_of_life_p08.png,SotDL - Spell Cards - Life.pdf,8
Life,Will,no,Light healing,,One creature you can reach,,,"You touch the target, which heals damage equal to its healing rate.",UTILITY,SHADOW,133,1,extracted_images/life_light_healing_p10.png,SotDL - Spell Cards - Life.pdf,10
Life,Will,no,Moderate Healing,,One creature you can reach,,,"You touch the target, which heals damage equal to twice its healing rate.",UTILITY,SHADOW,133,2,extracted_images/life_moderate_healing_p12.png,SotDL - Spell Cards - Life.pdf,12
Life,Will,no,Vitality Burst,,Up to three living creatures within short range,,,Each target heals damage equal to its healing rate.,UTILITY,SHADOW,133,2,extracted_images/life_vitality_burst_p14.png,SotDL - Spell Cards - Life.pdf,14
Life,Will,no,Greater Cure,,Up to three creatures you can reach,,,"You touch each target, granting one of the following benefi ts (you can choose a diff erent one for each target): • Remove one of the following affl ictions from the target: diseased, fatigued, impaired, or poisoned. • Remove 1 Insanity from the target. • Remove any penalty to the target's Health. • The target heals damage equal to its healing rate.",UTILITY,SHADOW,133,3,extracted_images/life_greater_cure_p16.png,SotDL - Spell Cards - Life.pdf,16
Life,Will,no,Major Healing,,One creature you can reach,,,"You touch the target, which heals damage equal to three times its healing rate.",UTILITY,SHADOW,133,3,extracted_images/life_major_healing_p18.png,SotDL - Spell Cards - Life.pdf,18
Life,Will,no,Total Healing,,One creature you can reach,,,"You touch the target, which heals all damage.",UTILITY,SHADOW,133,4,extracted_images/life_total_healing_p20.png,SotDL - Spell Cards - Life.pdf,20
Life,Will,no,Resurrect,,"One creature, killed no longer than 24 hours ago, that you can reach",,,"You touch the target. You must concentrate for 1 hour, during which time you must maintain physical contact with the target. If your concentration is uninterrupted for the full hour, the target might come back from the dead. If the target's soul resides in the Underworld, it returns to ts body and the target is restored to life. The target heals 1 damage and becomes fatigued and impaired until it completes a rest. If the target's soul resides in Hell, make a Will challenge roll with a number of banes equal to the target's Corruption. On a success, you restore the target to life as described above. On a failure, the soul is utterly lost. It cannot be returned to its body by further castings of this spell. Sacrifi ce You can expend a casting of this spell to cast total healing.",UTILITY,SHADOW,133,5,extracted_images/life_resurrect_p22.png,SotDL - Spell Cards - Life.pdf,22
Nature,Will,no,Magic Acorns,,"Up to five acorns, nuts, or seeds you can reach",1 hour; see the eff ect,,"You touch the targets, imbuing each with magic for the duration or until a creature attacks with it. A creature attacks with an acorn by throwing it at a target creature or object within short range, making an Agility attack roll against the target's Agility. On a success, the target of the attack takes 1d3 damage and becomes slowed for 1 round. If it becomes incapacitated by this damage, it becomes rooted to the ground and permanently transforms into a sapling. Attack Roll 20+ The target takes 1d6 extra damage.",ATTACK,SHADOW,134,0,extracted_images/nature_magic_acorns_p02.png,SotDL - Spell Cards - Nature.pdf,2
Nature,Will,no,Oak hide,,,1 hour,,"For the duration, you gain a +2 bonus to Defense and when you attempt to hide in forest settings, you make the Agility challenge roll with 1 boon.",UTILITY,SHADOW,134,0,extracted_images/nature_oak_hide_p04.png,SotDL - Spell Cards - Nature.pdf,4
Nature,Will,no,Healing Berries,,Up to three fresh berries you can reach,8 hours; see the eff ect,,"You touch the targets, imbuing each with magic that lasts for the duration or until it is consumed. A living creature can use an action to consume a target berry, healing damage equal to half its healing rate.",UTILITY,SHADOW,134,1,extracted_images/nature_healing_berries_p06.png,SotDL - Spell Cards - Nature.pdf,6
Nature,Will,no,Overgrowth,A circle on the ground with a 10-yard radius centered on a point within medium range,,1 hour,,"Creepers and weeds spread through the area, which becomes diffi cult terrain for the duration. When the eff ect ends, this growth withers and dies.",UTILITY,SHADOW,134,1,extracted_images/nature_overgrowth_p08.png,SotDL - Spell Cards - Nature.pdf,8
Nature,Will,no,Shillelagh,,One club or staff you are holding,1 hour; see the eff ect,,"You imbue the target weapon with magic that lasts for the duration or until you drop it. While you hold the target weapon, you gain a +2 bonus to Speed and your attacks with it deal 1d6 extra damage.",UTILITY,SHADOW,134,1,extracted_images/nature_shillelagh_p10.png,SotDL - Spell Cards - Nature.pdf,10
Nature,Will,no,Ensnaring Vines,,Up to five creatures within medium range,,,Vines erupt under the targets. Each target must get a success on an Agility roll or become immobilized for 1 minute. It can use an action to remove the affl iction by tearing off the vine.,ATTACK,SHADOW,134,2,extracted_images/nature_ensnaring_vines_p12.png,SotDL - Spell Cards - Nature.pdf,12
Nature,Will,no,Fiery Pine Cones,,"Up to five pinecones, nuts, or seeds you can reach","8 hours, see the eff ect",,"You touch the targets, imbuing each with magic that lasts for the duration or until a creature attacks with it. An imbued item sheds light in a 5-yard radius around it. A creature can attack with the target by throwing it at a target creature or object within medium range, making an Agility attack roll against the target's Agility. On a success, the target of the attack takes 1d6 damage, and everything within 1 yard of it takes 1d3 damage from the flying sparks. Attack Roll 20+ The target of the attack takes 1d6 extra damage.",ATTACK,SHADOW,134,2,extracted_images/nature_fiery_pine_cones_p14.png,SotDL - Spell Cards - Nature.pdf,14
Nature,Will,no,Brambles,A circle on the ground with a 10-yard radius centered on a point within medium range,,1 minute,,"Brambles with razor-sharp thorns spread through the area, which becomes diffi cult terrain for the duration. When the eff ect ends, the brambles wither and die. Any creature entering the area or moving across it must make an Agility challenge roll with 1 bane, taking 1d6 damage on a failure.",UTILITY,SHADOW,134,3,extracted_images/nature_brambles_p16.png,SotDL - Spell Cards - Nature.pdf,16
Nature,Will,no,Forest Walk,,,1 minute,,"You, along with everything you wear and carry, turn bright green for the duration. For the duration, you can enter a space occupied by a plant of your Size or larger and instantly exit into an open space from another plant of your Size or larger that is within medium range of the plant whose space you entered.",UTILITY,SHADOW,134,3,extracted_images/nature_forest_walk_p18.png,SotDL - Spell Cards - Nature.pdf,18
Nature,Will,no,Wrath of Nature,,Up to five creatures within medium range,,,"Whiplike vines leap up and deal 3d6 damage to each target. Each target must make an Agility challenge roll. On a failure, the target is moved 6 yards in a direction you choose and then becomes immobilized for 1 minute. The target can use an action to make a Strength challenge roll with 1 bane, removing the affl iction on a success.",ATTACK,SHADOW,134,4,extracted_images/nature_wrath_of_nature_p20.png,SotDL - Spell Cards - Nature.pdf,20
Nature,Will,no,Form of the Oak Guardian,,,1 minute,,"You transform into a mighty animated tree. For the duration, you cannot cast spells but gain all the following benefi ts: • You gain a +3 bonus to Defense and a +15 bonus to Health, and your Size doubles. • You make Strength attack rolls and challenge rolls with 1 boon. • Your branches count as a melee weapon that deals 3d6 damage. • You can use a triggered action on your turn to expend the casting of a Nature spell. If you do, you extend this eff ect's duration by a number of minutes equal to the spell's rank.",UTILITY,SHADOW,134,5,extracted_images/nature_form_of_the_oak_guardian_p22.png,SotDL - Spell Cards - Nature.pdf,22
Necromancy,Intellect,yes,Hide from Undead,,,1 minute; see the eff ect,,You become hidden from undead creatures for the duration. The eff ect ends immediately if you make an attack.,UTILITY,SHADOW,135,0,extracted_images/necromancy_hide_from_undead_p02.png,SotDL - Spell Cards - Necromancy.pdf,2
Necromancy,Intellect,yes,Spectral Grasp,,One creature within medium range,,,"A shadowy hand streaks toward the target. Make an Intellect attack roll against its Agility. On a success, the target takes 1d3 damage and makes attack rolls with 1 bane for 1 round. Attack Roll 20+ The target takes 1d6 extra damage.",ATTACK,SHADOW,135,0,extracted_images/necromancy_spectral_grasp_p04.png,SotDL - Spell Cards - Necromancy.pdf,4
Necromancy,Intellect,yes,Animate Corpse,,One Size 1/2 or 1 corpse you can reach,,,"You touch the target. If you concentrate and maintain contact with the target for 1 minute, it becomes a compelled animated corpse of its Size. Sacrifi ce You can expend a casting of this spell to cast spectral grasp.",UTILITY,SHADOW,135,1,extracted_images/necromancy_animate_corpse_p06.png,SotDL - Spell Cards - Necromancy.pdf,6
Necromancy,Intellect,yes,Grave Grasp,A circle on the ground with a 5-yard radius centered on a point within short range,,1 minute,,"For the duration, darkness spreads through the area; bony claws and rotting hands rise from the ground, which becomes diffi cult terrain. Each creature in the area when you cast the spell or that is in the area at the end of a round must make an Agility challenge roll. On a failure, it takes 1d6 damage and becomes immobilized for the duration. If it was already immobilized, it instead takes 1d6 extra damage. The creature can use an action to tear free, removing the immobilized affl iction.",ATTACK,SHADOW,135,1,extracted_images/necromancy_grave_grasp_p08.png,SotDL - Spell Cards - Necromancy.pdf,8
Necromancy,Intellect,yes,Harvest Soul,,"One creature, killed no longer than 1 round ago, within short range",4 hours; see the eff ect,,"A ball of faint light rises from the target and flies toward you, orbiting your body for the duration. You can use an action to end the eff ect immediately and heal damage equal to your healing rate. Until the eff ect ends, the target creature cannot be restored to life by any means.",ATTACK,SHADOW,135,1,extracted_images/necromancy_harvest_soul_p10.png,SotDL - Spell Cards - Necromancy.pdf,10
Necromancy,Intellect,yes,Bone Splinters,,One creature that has bones in its body within medium range,,,"Make an Intellect attack roll against the target's Strength. On a success, the target takes 3d6 + 5 damage. If it becomes incapacitated by this damage, it dies instantly and the bones in its body explode in a 3-yard-long cone originating from a point within its space. Everything in the area takes 1d6 damage; creatures take no damage with a success on an Agility challenge roll. Attack Roll 20+ The target takes 2d6 extra damage.",ATTACK,SHADOW,135,2,extracted_images/necromancy_bone_splinters_p12.png,SotDL - Spell Cards - Necromancy.pdf,12
Necromancy,Intellect,yes,Schrieking Skull,,A point in space you can reach,"1 minute, see the eff ect",,"A human skull appears in the air, centered on the target. It has the flier trait, Defense 20, and Health 10. When its damage total equals its Health, the skull crumbles and the eff ect ends immediately. When you cast the spell, you can have the skull fly up to 10 yards and scream; you can also do this using an action or a triggered action on your turn for the duration. The noise spreads through a sphere with a 3-yard radius centered on the skull. Each creature that can hear in the area must get a success on a Strength challenge roll or take 1d6 + 1 damage.",ATTACK,SHADOW,135,2,extracted_images/necromancy_schrieking_skull_p14.png,SotDL - Spell Cards - Necromancy.pdf,14
Necromancy,Intellect,yes,Cannibalize Magic,,One creature within medium range,,,"Make an Intellect attack roll against the target's Strength. On a success, the target takes 3d6 damage and you regain the casting of one spell of rank 1 or lower. Attack Roll 20+ The target takes 2d6 extra damage and you instead regain the casting of one spell of rank 2 or lower.",ATTACK,SHADOW,135,3,extracted_images/necromancy_cannibalize_magic_p16.png,SotDL - Spell Cards - Necromancy.pdf,16
Necromancy,Intellect,yes,Well of Dark power,A circle on the ground with a 5-yard radius centered on a point within medium range,,1 minute,,"A glyph appears at the origin point. For the duration, when any creature in the area takes damage, it takes 2d6 extra damage.",UTILITY,SHADOW,135,3,extracted_images/necromancy_well_of_dark_power_p18.png,SotDL - Spell Cards - Necromancy.pdf,18
Necromancy,Intellect,yes,Seal the Underworld's Gates,A sphere with a 10-yard radius centered on a point within medium range,,1 minute,,"Tendrils of necromantic energy spread through the area. For the duration, undead in the area make attack rolls and challenge rolls with 1 boon and living creatures other than you in the area make attack rolls and challenge rolls with 1 bane. As well, Size 1 or 1/2 living creatures that die in the area become compelled animated corpses.",ATTACK,SHADOW,135,4,extracted_images/necromancy_seal_the_underworld_s_gates_p20.png,SotDL - Spell Cards - Necromancy.pdf,20
Necromancy,Intellect,yes,Army of the Dead,A circle on the ground with a 2-yard radius centered on a point within medium range,,1 hour,,"The area becomes diffi cult terrain for the duration. At the end of the round in which you cast the spell, 2d6 compelled animated corpses claw free from the ground and stand up. All the animated corpses created by this spell count as a single creature for the purpose of determining how many compelled undead creatures you can control. The eff ect ends when the last of these animated corpses is destroyed.",UTILITY,SHADOW,135,5,extracted_images/necromancy_army_of_the_dead_p22.png,SotDL - Spell Cards - Necromancy.pdf,22
Primal,Will,no,Beast Within,,,,,"Your eyes glow, fur covers your body, your nails lengthen into claws, and your teeth become fangs. For the duration, you gain darksight and a +2 bonus to Speed, and your attacks with unarmed strikes and natural weapons deal 1d6 extra damage.",UTILITY,SHADOW,136,0,extracted_images/primal_beast_within_p02.png,SotDL - Spell Cards - Primal.pdf,2
Primal,Will,no,Hide from Animals,,,1 minute; see the eff ect,,You become hidden from all animals for the duration. The eff ect ends immediately if you make an attack.,UTILITY,SHADOW,136,0,extracted_images/primal_hide_from_animals_p04.png,SotDL - Spell Cards - Primal.pdf,4
Primal,Will,no,Beast Tongue,,,1 minute,,"For the duration, you can communicate with any animal that can hear you.",UTILITY,SHADOW,136,1,extracted_images/primal_beast_tongue_p06.png,SotDL - Spell Cards - Primal.pdf,6
Primal,Will,no,Befriend Animal,,One animal you can see within short range,,,"Make a Will attack roll against the target's Will. You make the attack roll with 1 boon if you are under the eff ect of the beast tongue spell. If the target's Health is higher than yours, the spell fails and the casting is wasted. On a success, the target becomes charmed until you complete a rest. It accompanies you on your adventures and helps you to the best of its ability, though it remains under the GM's control. You can have a number of animals charmed in this way equal to your Power score. If casting this spell causes you to exceed this number, the eff ect automatically ends on the animal aff ected for the longest time. Attack Roll 20+ The target becomes permanently charmed.",ATTACK,SHADOW,136,1,extracted_images/primal_befriend_animal_p08.png,SotDL - Spell Cards - Primal.pdf,8
Primal,Will,no,Call Small Animal,"A cube of space, 1 yard on a side, originating from a point within medium range and resting on a solid surface",,1 hour,,"A compelled small animal or tiny animal appears in the area. A tiny animal can have one of the following traits: climber, flier, poisonous, or swimmer.The animal is of a kind appropriate to the environment where you cast the spell. When the eff ect ends or the animal becomes incapacitated, it returns whence it came.",UTILITY,SHADOW,136,1,extracted_images/primal_call_small_animal_p10.png,SotDL - Spell Cards - Primal.pdf,10
Primal,Will,no,Call Medium Animal,"A cube of space, 1 yard on a side, originating from a point within medium range and resting on a solid surface",,1 hour,,"This spell works like call small animal, except that a compelled medium animal, small animal, or tiny animal appears inside the area. A small or tiny animal can have one of the following traits: climber, flier, poisonous, or swimmer.",UTILITY,SHADOW,136,2,extracted_images/primal_call_medium_animal_p12.png,SotDL - Spell Cards - Primal.pdf,12
Primal,Will,no,Dire Beast,,You or one animal within short range,1 minute,,"The target becomes a savage beast. For the duration, thetarget's Size increases to 1, or increases by 1 if it is Size 1 or larger, and its attacks with unarmed strikes and natural weapons deal 1d6 extra damage.",UTILITY,SHADOW,136,2,extracted_images/primal_dire_beast_p14.png,SotDL - Spell Cards - Primal.pdf,14
Primal,Will,no,Call Large Animal,"A cube of space, 2 yards on a side, originating from a point within medium range and resting on a solid surface",,1 hour,,"This spell works like call small animal, except that a compelled large animal, medium animal, or small animal appears in the area. A medium or small animal can have one of the following traits: climber, flier, poisonous, or swimmer.",UTILITY,SHADOW,136,3,extracted_images/primal_call_large_animal_p16.png,SotDL - Spell Cards - Primal.pdf,16
